name,shop,amenity,latitude,longitude
Centrum Handlowe Oliwa,mall,,54.394847607376875,18.58192274432939
Intermarché,supermarket,,54.42317359170888,18.564840354231485
Carrefour Market,supermarket,,54.40582829027402,18.60336291825606
Orlen,convenience,fuel,54.40252597996344,18.58434101651976
Biedronka,supermarket,,54.406942982776144,18.590501906695522
Biedronka,supermarket,,54.41642487687121,18.597044759003538
Biedronka,supermarket,,54.42014194520985,18.581768925429976
Gulden,,marketplace,54.42105576486559,18.57186655728124
Grosz,supermarket,,54.42101722344688,18.57287415803004
Livio,supermarket,,54.37969466244845,18.582799337171988
Żabka,convenience,,54.39131161300863,18.573915632771637
Sieć 34,supermarket,,54.39527040187943,18.568555251220687
"Hala Targowa ""Polanki""",,marketplace,54.40830366976311,18.559464343683743
Merkus,supermarket,,54.4157330423935,18.557495404058194
